1.0149e+05,0,2,82369,0.0060224,1.2447e+08,3,6,0.6,0.00046301,0.00046281
1.0149e+05,0,2,54078,0.0060224,9.783e+05,3,3,0.6,0.0018692,0.0018727
1.0149e+05,0,2,35596,0.0060224,7.1343e+05,3,3,0.6,0.0014094,0.0014074
1.0149e+05,0,2,82369,0.0060224,1.2447e+08,3,6,0.6,0.00046301,0.00046281
1.0149e+05,0,2,54078,0.0060224,9.783e+05,3,3,0.6,0.0018692,0.0018727
1.0149e+05,0,2,35596,0.0060224,7.1343e+05,3,3,0.6,0.0014094,0.0014074
1.0149e+05,0,2,82369,0.0060224,1.2447e+08,3,6,0.6,0.00046301,0.00046281
1.0149e+05,0,2,54078,0.0060224,9.783e+05,3,3,0.6,0.0018692,0.0018727
1.0149e+05,0,2,35596,0.0060224,7.1343e+05,3,3,0.6,0.0014094,0.0014074
1.0149e+05,0,2,82369,0.0060224,1.2447e+08,3,6,0.6,0.00046301,0.00046281
1.0149e+05,0,2,54078,0.0060224,9.783e+05,3,3,0.6,0.0018692,0.0018727
1.0149e+05,0,2,35596,0.0060224,7.1343e+05,3,3,0.6,0.0014094,0.0014074
